PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Personal Loan,M,38,Single,Other
Personal Loan,M,38,Single,Other
Checking Account,F,53,Married,Other
Citigold,F,53,Married,Other
Money Market Account,M,26,Married,Other
Personal Loan,F,31,Married,Other
Checking Account,F,31,Married,Other
Citigold,F,31,Married,Other
Credit Card,M,31,Single,Sales
Credit Card,M,31,Single,Sales
Money Market Account,M,40,Married,Sales
Money Market Account,M,40,Married,Sales
Money Market Account,M,40,Married,Sales
Checking Account,F,26,Single,Other
Credit Card,M,48,Unspecified,Other
Checking Account,M,48,Unspecified,Other
Checking Account,M,28,Married,Professional
Checking Account,F,20,Single,Sales
Personal Loan,M,22,Single,Retail
Personal Loan,M,22,Single,Retail
Personal Loan,M,22,Single,Retail
Money Market Account,M,25,Married,Executive
Credit Card,M,25,Married,Executive
Personal Loan,M,19,Single,Professional
Checking Account,F,41,Married,Other
Citigold,F,41,Married,Other
Credit Card,F,54,Married,Other
Credit Card,F,54,Married,Other
Money Market Account,M,22,Single,Trades
Money Market Account,M,22,Single,Trades
Money Market Account,M,22,Single,Trades
Checking Account,F,26,Married,Sales
Checking Account,M,34,Married,Professional
Checking Account,M,28,Married,Other
Money Market Account,M,35,Married,Other
Personal Loan,M,35,Married,Other
Money Market Account,F,44,Married,Other
Checking Account,F,49,Married,Other
Personal Loan,F,23,Single,Other
Personal Loan,F,23,Single,Other
Money Market Account,M,38,Married,Other
Money Market Account,M,22,Single,Other
Credit Card,M,41,Married,Retired
Credit Card,M,41,Married,Retired
Checking Account,F,28,Single,Other
Checking Account,F,32,Single,Other
Checking Account,F,38,Married,Professional
Checking Account,F,39,Single,Professional
Money Market Account,M,38,Married,Other
Money Market Account,M,34,Married,Trades
Checking Account,M,30,Married,Professional
Checking Account,F,25,Single,Other
Personal Loan,M,33,Single,Professional
Money Market Account,F,36,Married,Other
Money Market Account,F,36,Married,Other
Checking Account,F,26,Single,Sales
Checking Account,F,27,Single,Other
Checking Account,F,43,Married,Other
Credit Card,M,52,Unspecified,Other
Money Market Account,M,42,Married,Other
Credit Card,M,42,Married,Professional
Credit Card,M,42,Married,Professional
Credit Card,M,42,Married,Professional
Checking Account,M,48,Married,Other
Money Market Account,M,32,Unspecified,Sales
Personal Loan,M,32,Unspecified,Sales
Money Market Account,M,40,Married,Other
Money Market Account,M,40,Married,Other
Checking Account,F,25,Married,Other
Personal Loan,F,30,Married,Other
Personal Loan,F,30,Married,Other
Personal Loan,F,25,Married,Other
Checking Account,F,34,Married,Executive
Checking Account,M,49,Unspecified,Trades
Checking Account,F,46,Married,Other
Checking Account,F,44,Unspecified,Hospitality
Checking Account,F,44,Unspecified,Hospitality
Credit Card,M,44,Unspecified,Other
Checking Account,M,44,Unspecified,Other
Personal Loan,F,26,Single,Other
Money Market Account,M,26,Single,Executive
Money Market Account,M,27,Single,Trades
Money Market Account,M,28,Married,Other
Money Market Account,M,28,Married,Other
Checking Account,M,24,Single,Other
Money Market Account,F,20,Single,Hospitality
Checking Account,F,25,Single,Other
Money Market Account,M,29,Married,Sales
Personal Loan,M,29,Married,Sales
Money Market Account,M,22,Single,Trades
Money Market Account,M,22,Single,Trades
Checking Account,F,22,Single,Student
Personal Loan,F,26,Single,Other
Personal Loan,F,25,Married,Professional
Money Market Account,F,32,Married,Other
Checking Account,F,19,Single,Other
Personal Loan,M,35,Married,Other
Money Market Account,M,20,Single,Other
Money Market Account,F,47,Married,Hospitality
Citigold,F,47,Married,Hospitality
Money Market Account,M,42,Married,Other
Money Market Account,M,42,Married,Other
Checking Account,F,65,Married,Other
Checking Account,M,20,Single,Student
Personal Loan,F,26,Unspecified,Professional
Personal Loan,F,26,Unspecified,Professional
Personal Loan,F,26,Unspecified,Professional
Personal Loan,F,26,Unspecified,Professional
Citigold,F,26,Unspecified,Professional
Credit Card,F,59,Married,Other
Credit Card,F,59,Married,Other
Money Market Account,F,37,Married,Other
Personal Loan,F,38,Unspecified,Professional
Money Market Account,F,28,Single,Other
Money Market Account,F,28,Single,Other
Personal Loan,F,31,Married,Other
Checking Account,F,31,Married,Other
Personal Loan,M,49,Unspecified,Trades
Personal Loan,M,49,Unspecified,Trades
Money Market Account,F,29,Single,Hospitality
Money Market Account,F,44,Married,Other
Citigold,F,44,Married,Other
Checking Account,F,34,Married,Professional
Personal Loan,M,35,Married,Other
Money Market Account,M,35,Married,Other
Checking Account,M,35,Married,Other
Money Market Account,M,28,Single,Other
Checking Account,M,28,Single,Other
Credit Card,M,47,Married,Other
Credit Card,M,47,Married,Other
Money Market Account,F,39,Unspecified,Hospitality
Money Market Account,F,38,Unspecified,Hospitality
Money Market Account,F,38,Unspecified,Hospitality
Money Market Account,F,38,Unspecified,Hospitality
Money Market Account,F,38,Unspecified,Hospitality
Citigold,F,38,Unspecified,Hospitality
Money Market Account,F,47,Married,Hospitality
Money Market Account,F,20,Single,Hospitality
Checking Account,M,26,Single,Other
Money Market Account,F,21,Single,Other
Money Market Account,F,21,Single,Other
Checking Account,M,44,Married,Professional
Checking Account,F,38,Single,Professional
Personal Loan,F,32,Unspecified,Professional
Personal Loan,F,32,Unspecified,Professional
Money Market Account,M,41,Married,Professional
Money Market Account,M,42,Married,Other
Checking Account,F,45,Married,Retired
Money Market Account,F,43,Married,Other
Citigold,F,22,Married,Other
Money Market Account,F,22,Married,Other
Checking Account,F,22,Married,Other
Money Market Account,M,25,Single,Trades
Money Market Account,M,25,Single,Trades
Money Market Account,F,42,Married,Other
Personal Loan,M,30,Single,Trades
Personal Loan,M,28,Single,Professional
Personal Loan,M,21,Single,Sales
Credit Card,M,45,Married,Trades
Credit Card,M,45,Married,Trades
Money Market Account,M,27,Single,Other
Money Market Account,M,27,Single,Other
Checking Account,F,61,Married,Other
Checking Account,F,39,Married,Sales
Money Market Account,F,32,Married,Executive
Checking Account,F,29,Single,Professional
Checking Account,F,25,Single,Professional
Personal Loan,M,29,Single,Trades
Checking Account,F,36,Married,Other
Checking Account,F,44,Married,Professional
Money Market Account,F,33,Married,Executive
Money Market Account,F,33,Married,Executive
Money Market Account,F,33,Married,Executive
Money Market Account,M,32,Married,Other
Money Market Account,M,32,Married,Other
Money Market Account,M,29,Single,Sales
Personal Loan,M,37,Single,Other
Money Market Account,M,37,Single,Other
Money Market Account,M,37,Single,Other
Money Market Account,M,37,Single,Other
Personal Loan,M,37,Single,Other
Personal Loan,M,37,Single,Other
Money Market Account,F,39,Married,Executive
Citigold,F,39,Married,Executive
Personal Loan,M,46,Married,Other
Checking Account,F,20,Single,Sales
Checking Account,F,47,Married,Executive
Money Market Account,F,47,Married,Executive
Checking Account,F,46,Married,Retired
Checking Account,F,29,Single,Professional
Citigold,M,19,Single,Student
Checking Account,M,19,Single,Student
Money Market Account,M,22,Single,Professional
Personal Loan,M,32,Single,Other
Checking Account,M,32,Single,Other
Money Market Account,M,32,Single,Other
Money Market Account,M,32,Single,Other
Checking Account,F,22,Single,Retail
Citigold,M,22,Single,Other
Money Market Account,F,33,Married,Other
Money Market Account,F,33,Married,Other
Citigold,F,33,Married,Other
Money Market Account,F,48,Married,Hospitality
Checking Account,F,27,Married,Executive
Checking Account,M,33,Married,Other
Checking Account,F,26,Single,Professional
Checking Account,F,27,Single,Sales
Personal Loan,M,27,Married,Other
Checking Account,M,27,Married,Other
Personal Loan,F,30,Married,Professional
Checking Account,F,23,Single,Professional
Checking Account,F,23,Single,Professional
Credit Card,M,56,Married,Trades
Personal Loan,F,35,Married,Professional
Checking Account,F,35,Married,Professional
Checking Account,F,34,Single,Other
Checking Account,F,32,Married,Other
Money Market Account,M,37,Married,Other
Checking Account,F,46,Married,Retired
Personal Loan,F,25,Single,Other
Personal Loan,F,21,Single,Other
Personal Loan,F,21,Single,Other
Checking Account,F,57,Married,Retired
Credit Card,M,49,Married,Other
Credit Card,M,49,Married,Other
Credit Card,M,49,Married,Other
Money Market Account,F,37,Married,Other
Citigold,F,37,Married,Other
Personal Loan,F,28,Single,Student
Checking Account,F,28,Single,Student
Checking Account,F,20,Single,Retail
Money Market Account,M,25,Single,Other
Personal Loan,M,24,Single,Professional
Money Market Account,F,39,Married,Other
Personal Loan,F,39,Married,Other
Checking Account,M,44,Married,Other
Personal Loan,M,31,Single,Other
Money Market Account,F,48,Unspecified,Hospitality
Citigold,F,48,Unspecified,Hospitality
Money Market Account,M,38,Married,Sales
Money Market Account,F,23,Single,Hospitality
Personal Loan,M,40,Single,Other
Checking Account,F,23,Single,Sales
Checking Account,F,23,Single,Professional
Checking Account,M,40,Married,Other
Checking Account,M,33,Single,Student
Checking Account,M,39,Married,Other
Money Market Account,M,29,Married,Executive
Personal Loan,M,29,Married,Executive
Checking Account,F,22,Single,Professional
Checking Account,F,27,Single,Professional
Money Market Account,M,19,Single,Sales
Checking Account,M,19,Single,Sales
Personal Loan,F,25,Unspecified,Other
Checking Account,M,21,Single,Other
Personal Loan,F,23,Single,Other
Personal Loan,F,23,Single,Other
Checking Account,F,31,Single,Professional
Personal Loan,F,23,Single,Other
Money Market Account,M,23,Single,Sales
Checking Account,F,31,Married,Professional
Money Market Account,F,42,Married,Other
Citigold,F,42,Married,Other
Personal Loan,M,39,Single,Executive
Credit Card,M,26,Unspecified,Sales
Credit Card,M,26,Unspecified,Sales
Credit Card,M,26,Unspecified,Sales
Checking Account,F,39,Married,Executive
Money Market Account,M,37,Married,Sales
Money Market Account,M,37,Married,Sales
Personal Loan,M,37,Married,Sales
Money Market Account,M,24,Single,Other
Personal Loan,F,19,Single,Professional
Personal Loan,F,19,Single,Professional
Personal Loan,M,28,Single,Trades
Personal Loan,M,28,Single,Trades
Money Market Account,M,26,Married,Other
Checking Account,M,26,Married,Other
Credit Card,F,33,Married,Other
Credit Card,F,33,Married,Other
Credit Card,F,33,Married,Other
Credit Card,F,33,Married,Other
Checking Account,F,20,Single,Professional
Money Market Account,F,22,Single,Student
Money Market Account,F,22,Single,Student
Personal Loan,M,22,Single,Trades
Personal Loan,M,22,Single,Trades
Money Market Account,M,40,Married,Sales
Money Market Account,M,30,Single,Professional
Money Market Account,M,30,Single,Professional
Checking Account,F,43,Married,Other
Checking Account,F,31,Married,Retail
Money Market Account,M,38,Married,Trades
Money Market Account,M,39,Married,Sales
Money Market Account,F,43,Married,Executive
Money Market Account,M,38,Married,Other
Checking Account,M,33,Married,Sales
Money Market Account,M,33,Married,Sales
Credit Card,M,59,Married,Other
Checking Account,M,59,Married,Other
Money Market Account,M,38,Married,Trades
Checking Account,F,32,Married,Executive
Money Market Account,M,39,Married,Sales
Money Market Account,M,31,Married,Sales
Money Market Account,M,44,Married,Executive
Money Market Account,F,37,Married,Other
Citigold,F,37,Married,Other
Personal Loan,F,25,Single,Professional
Checking Account,F,21,Single,Student
Personal Loan,M,23,Single,Sales
Checking Account,M,46,Married,Other
Personal Loan,M,24,Single,Sales
Personal Loan,M,24,Single,Sales
Personal Loan,M,24,Single,Sales
Personal Loan,M,24,Single,Sales
Personal Loan,M,24,Single,Sales
Checking Account,F,38,Married,Sales
Checking Account,F,34,Single,Professional
Checking Account,M,25,Single,Professional
Checking Account,F,38,Married,Executive
Personal Loan,M,19,Single,Sales
Personal Loan,M,19,Single,Sales
Money Market Account,F,33,Married,Hospitality
Money Market Account,M,25,Married,Professional
Credit Card,M,25,Married,Professional
Credit Card,M,25,Married,Professional
Credit Card,M,25,Married,Professional
Personal Loan,M,25,Unspecified,Other
Checking Account,F,38,Married,Professional
Money Market Account,M,44,Married,Sales
Money Market Account,M,44,Married,Sales
Checking Account,M,25,Married,Professional
Personal Loan,F,28,Single,Student
Citigold,F,28,Single,Student
Checking Account,F,51,Married,Executive
Personal Loan,F,51,Married,Executive
Money Market Account,M,26,Married,Sales
Money Market Account,M,22,Single,Trades
Citigold,M,22,Single,Student
Checking Account,M,22,Single,Student
Checking Account,M,18,Single,Student
Checking Account,F,29,Single,Sales
Money Market Account,F,40,Married,Other
Money Market Account,F,40,Married,Other
Checking Account,M,45,Married,Other
Money Market Account,M,45,Married,Other
Credit Card,M,41,Married,Retired
Credit Card,M,41,Married,Retired
Credit Card,M,41,Married,Retired
Credit Card,M,41,Married,Retired
Personal Loan,M,23,Single,Sales
Citigold,M,23,Single,Sales
Money Market Account,F,49,Married,Hospitality
Money Market Account,F,49,Married,Hospitality
Citigold,F,49,Married,Hospitality
Money Market Account,M,37,Married,Other
Money Market Account,M,37,Married,Other
Money Market Account,M,37,Married,Other
Money Market Account,M,37,Married,Other
Money Market Account,M,37,Married,Sales
Checking Account,F,42,Married,Other
Personal Loan,F,20,Single,Other
Checking Account,F,25,Single,Retail
Personal Loan,M,45,Married,Professional
Money Market Account,M,33,Married,Executive
Credit Card,M,50,Married,Professional
Checking Account,F,19,Single,Other
Personal Loan,M,36,Unspecified,Trades
Personal Loan,M,36,Unspecified,Trades
Money Market Account,M,39,Married,Sales
Money Market Account,F,39,Married,Other
Money Market Account,F,27,Single,Other
Checking Account,F,39,Married,Professional
Money Market Account,M,27,Single,Other
Money Market Account,M,27,Single,Other
Money Market Account,M,42,Married,Other
Credit Card,F,37,Married,Other
Credit Card,F,37,Married,Other
Credit Card,F,37,Married,Other
Money Market Account,M,42,Married,Executive
Checking Account,F,27,Single,Student
Checking Account,F,20,Single,Student
Checking Account,F,39,Single,Professional
Checking Account,F,25,Married,Executive
Money Market Account,M,29,Single,Trades
Money Market Account,M,29,Single,Trades
Money Market Account,F,37,Unspecified,Hospitality
Checking Account,F,21,Single,Professional
Personal Loan,M,44,Single,Professional
Money Market Account,M,19,Single,Professional
Money Market Account,M,19,Single,Professional
Personal Loan,M,39,Single,Other
Credit Card,M,40,Married,Retired
Checking Account,M,40,Married,Retired
Money Market Account,M,24,Single,Trades
Money Market Account,M,24,Single,Trades
Personal Loan,M,31,Single,Professional
Money Market Account,M,30,Married,Other
Money Market Account,M,30,Married,Other
Money Market Account,M,30,Married,Other
Checking Account,F,28,Single,Student
Money Market Account,M,22,Single,Other
Money Market Account,M,22,Single,Other
Money Market Account,M,44,Married,Sales
Personal Loan,M,44,Married,Sales
Checking Account,F,61,Married,Retired
Citigold,F,61,Married,Retired
Personal Loan,F,20,Single,Other
Money Market Account,F,42,Unspecified,Hospitality
Citigold,F,42,Unspecified,Hospitality
Personal Loan,M,38,Unspecified,Trades
Checking Account,F,68,Married,Other
Checking Account,F,30,Single,Other
Checking Account,F,35,Single,Other
Personal Loan,M,22,Single,Sales
Personal Loan,F,22,Single,Student
Citigold,F,22,Single,Student
Personal Loan,F,22,Single,Student
Checking Account,M,34,Single,Other
Checking Account,M,34,Single,Other
Money Market Account,F,28,Single,Other
Money Market Account,F,28,Single,Other
Credit Card,M,50,Married,Professional
Credit Card,M,50,Married,Professional
Checking Account,F,32,Single,Professional
Personal Loan,M,19,Single,Student
Money Market Account,M,32,Single,Other
Money Market Account,M,32,Single,Other
Citigold,M,32,Single,Other
Money Market Account,M,40,Married,Sales
Money Market Account,M,40,Married,Sales
Checking Account,F,29,Married,Other
Checking Account,F,28,Single,Other
Money Market Account,M,28,Married,Executive
Money Market Account,M,28,Married,Executive
Money Market Account,M,30,Married,Trades
Personal Loan,M,32,Single,Trades
Money Market Account,M,28,Single,Executive
Checking Account,F,26,Single,Other
Money Market Account,F,20,Single,Other
Money Market Account,F,20,Single,Other
Money Market Account,F,20,Single,Other
Checking Account,M,40,Unspecified,Trades
Checking Account,F,35,Married,Executive
Money Market Account,F,31,Married,Executive
Money Market Account,F,21,Single,Other
Checking Account,F,18,Single,Student
Checking Account,F,23,Single,Professional
Money Market Account,M,40,Married,Sales
Personal Loan,F,39,Unspecified,Professional
Money Market Account,M,44,Married,Other
Personal Loan,M,23,Single,Student
Money Market Account,M,23,Single,Student
Money Market Account,M,26,Single,Trades
Money Market Account,M,26,Single,Trades
Money Market Account,F,44,Married,Executive
Citigold,F,44,Married,Executive
Money Market Account,F,48,Married,Sales
Checking Account,F,48,Married,Sales
Checking Account,F,27,Single,Retail
Money Market Account,M,36,Married,Sales
Money Market Account,M,42,Married,Other
Money Market Account,F,38,Unspecified,Hospitality
Money Market Account,F,38,Unspecified,Hospitality
Checking Account,F,19,Single,Other
Checking Account,F,44,Unspecified,Sales
Checking Account,F,60,Unspecified,Hospitality
Money Market Account,F,28,Married,Sales
Checking Account,F,66,Married,Retired
Checking Account,F,27,Single,Professional
Money Market Account,M,40,Married,Other
Checking Account,M,40,Married,Other
Personal Loan,M,34,Single,Other
Checking Account,F,22,Single,Other
Money Market Account,M,44,Married,Executive
Money Market Account,M,40,Married,Other
Checking Account,F,43,Married,Other
Money Market Account,F,46,Married,Hospitality
Money Market Account,F,38,Unspecified,Hospitality
Personal Loan,M,26,Single,Sales
Personal Loan,F,28,Married,Other
Checking Account,F,28,Married,Other
Checking Account,F,37,Single,Professional
Checking Account,M,46,Married,Professional
Money Market Account,M,25,Single,Professional
Checking Account,F,29,Single,Other
Money Market Account,M,40,Married,Sales
Personal Loan,M,21,Single,Other
Personal Loan,M,21,Single,Other
Personal Loan,M,21,Single,Other
Money Market Account,M,26,Married,Executive
Checking Account,F,26,Single,Retail
Money Market Account,F,21,Married,Other
Checking Account,F,21,Married,Other
Money Market Account,M,20,Single,Trades
Money Market Account,F,39,Married,Other
Checking Account,F,26,Single,Sales
Credit Card,F,26,Single,Sales
Checking Account,F,44,Married,Sales
Personal Loan,M,26,Single,Professional
Checking Account,M,38,Married,Other
Checking Account,M,47,Married,Other
Checking Account,F,42,Married,Other
Money Market Account,M,31,Married,Other
Checking Account,M,44,Married,Professional
Money Market Account,F,28,Single,Other
Credit Card,M,58,Married,Professional
Credit Card,M,58,Married,Professional
Money Market Account,M,30,Married,Sales
Money Market Account,M,30,Married,Sales
Personal Loan,M,23,Single,Retail
Personal Loan,M,23,Single,Retail
Personal Loan,M,23,Single,Retail
Money Market Account,M,27,Married,Executive
Checking Account,M,27,Married,Executive
Money Market Account,M,27,Single,Trades
Money Market Account,F,28,Single,Other
Money Market Account,M,40,Married,Other
Citigold,F,69,Married,Other
Checking Account,F,69,Married,Other
Checking Account,F,29,Single,Sales
Citigold,F,24,Married,Retail
Checking Account,F,47,Married,Other
Personal Loan,M,28,Single,Trades
Money Market Account,F,40,Married,Other
Money Market Account,F,26,Single,Hospitality
Money Market Account,F,29,Single,Other
Personal Loan,F,27,Single,Student
Personal Loan,F,27,Single,Student
Checking Account,F,27,Single,Student
Money Market Account,M,32,Married,Sales
Money Market Account,M,32,Married,Sales
Checking Account,M,29,Single,Student
Checking Account,F,27,Single,Other
Checking Account,F,43,Married,Other
Money Market Account,M,40,Married,Other
Citigold,M,40,Married,Other
Checking Account,F,34,Single,Other
Money Market Account,M,44,Married,Trades
Money Market Account,F,45,Unspecified,Hospitality
Money Market Account,F,45,Unspecified,Hospitality
Checking Account,F,54,Married,Other
Credit Card,M,54,Married,Retired
Credit Card,M,54,Married,Retired
Credit Card,M,54,Married,Retired
Money Market Account,M,33,Married,Sales
Personal Loan,M,40,Married,Other
Money Market Account,M,40,Married,Other
Money Market Account,M,40,Married,Other
Money Market Account,M,47,Married,Professional
Personal Loan,M,39,Single,Professional
Checking Account,M,39,Single,Professional
Personal Loan,M,20,Single,Other
Money Market Account,M,20,Single,Other
Money Market Account,M,20,Single,Other
Money Market Account,F,37,Married,Executive
Money Market Account,F,37,Married,Executive
Checking Account,F,31,Married,Professional
Money Market Account,F,28,Married,Other
Checking Account,F,28,Married,Other
Checking Account,F,45,Unspecified,Sales
Credit Card,M,59,Married,Trades
Credit Card,M,59,Married,Trades
Checking Account,M,59,Married,Trades
Money Market Account,M,25,Single,Student
Credit Card,F,34,Married,Other
Credit Card,F,34,Married,Other
Credit Card,M,45,Married,Professional
Credit Card,M,45,Married,Professional
Money Market Account,M,20,Single,Sales
Money Market Account,M,20,Single,Sales
Checking Account,F,26,Single,Professional
Credit Card,M,55,Married,Other
Credit Card,M,55,Married,Other
Credit Card,M,55,Married,Other
Money Market Account,M,36,Single,Executive
Money Market Account,M,36,Single,Executive
Money Market Account,M,40,Married,Executive
Money Market Account,M,30,Married,Trades
Money Market Account,M,43,Married,Sales
Money Market Account,M,43,Married,Sales
Money Market Account,M,34,Married,Other
Personal Loan,M,27,Single,Other
Checking Account,F,18,Single,Retail
Money Market Account,F,28,Single,Hospitality
Money Market Account,F,28,Single,Hospitality
Checking Account,F,27,Single,Other
Credit Card,M,57,Married,Other
Credit Card,M,57,Married,Other
Credit Card,M,57,Married,Other
Checking Account,F,25,Single,Other
Credit Card,F,25,Single,Other
Credit Card,M,53,Married,Professional
Credit Card,M,53,Married,Professional
Credit Card,M,53,Married,Professional
Checking Account,F,25,Single,Other
Credit Card,M,40,Married,Trades
Money Market Account,M,34,Married,Other
Money Market Account,M,34,Married,Other
Personal Loan,F,21,Single,Student
Personal Loan,F,21,Single,Student
Money Market Account,M,22,Single,Sales
Money Market Account,M,22,Single,Sales
Checking Account,F,29,Single,Professional
Money Market Account,M,34,Married,Trades
Money Market Account,M,35,Married,Other
Money Market Account,M,31,Married,Other
Money Market Account,M,31,Married,Other
Money Market Account,F,32,Married,Executive
Checking Account,F,36,Single,Professional
Checking Account,F,26,Single,Sales
Checking Account,F,60,Married,Retired
Money Market Account,M,41,Married,Trades
Money Market Account,M,41,Married,Trades
Money Market Account,M,41,Married,Trades
Checking Account,F,21,Single,Other
Checking Account,F,37,Married,Executive
Checking Account,M,27,Single,Professional
Personal Loan,M,36,Married,Executive
Checking Account,M,46,Married,Professional
Money Market Account,F,49,Married,Other
Money Market Account,M,29,Single,Professional
Money Market Account,M,29,Single,Professional
Checking Account,F,19,Single,Retail
Money Market Account,M,30,Married,Other
Personal Loan,M,42,Single,Sales
Money Market Account,M,42,Single,Sales
Personal Loan,M,42,Single,Sales
Money Market Account,M,42,Single,Sales
Checking Account,F,24,Single,Student
Personal Loan,F,24,Single,Student
Personal Loan,M,37,Single,Sales
Personal Loan,M,37,Single,Sales
Personal Loan,M,37,Single,Sales
Personal Loan,M,37,Single,Sales
Credit Card,F,50,Unspecified,Hospitality
Credit Card,F,50,Unspecified,Hospitality
Checking Account,F,39,Married,Other
Personal Loan,F,39,Married,Other
Money Market Account,M,44,Married,Other
Checking Account,F,51,Married,Other
Checking Account,F,27,Single,Retail
Personal Loan,M,43,Single,Sales
Money Market Account,F,35,Married,Other
Citigold,F,35,Married,Other
Money Market Account,F,35,Married,Other
Money Market Account,F,35,Married,Other
Credit Card,F,42,Married,Other
Credit Card,F,42,Married,Other
Credit Card,F,42,Married,Other
Money Market Account,M,33,Married,Sales
Checking Account,F,19,Single,Other
Credit Card,F,58,Married,Other
Personal Loan,M,41,Single,Sales
Checking Account,M,41,Single,Sales
Money Market Account,M,41,Single,Sales
Checking Account,M,42,Married,Other
Credit Card,M,49,Married,Professional
Credit Card,M,49,Married,Professional
Money Market Account,M,39,Married,Executive
Money Market Account,M,39,Married,Executive
Personal Loan,M,39,Married,Executive
Personal Loan,M,39,Married,Executive
Personal Loan,M,23,Single,Student
Money Market Account,F,30,Married,Executive
Money Market Account,F,30,Married,Executive
Checking Account,F,30,Married,Executive
Money Market Account,M,35,Married,Other
Credit Card,F,59,Unspecified,Hospitality
Credit Card,F,59,Unspecified,Hospitality
Credit Card,F,59,Unspecified,Hospitality
Money Market Account,M,42,Married,Executive
Money Market Account,M,30,Married,Sales
Checking Account,F,32,Married,Other
Credit Card,F,43,Married,Other
Credit Card,F,43,Married,Other
Credit Card,F,43,Married,Other
Personal Loan,M,27,Single,Other
Money Market Account,M,27,Single,Other
Money Market Account,F,32,Married,Executive
Money Market Account,F,32,Married,Executive
Money Market Account,M,35,Married,Sales
Checking Account,F,40,Married,Executive
Checking Account,F,26,Married,Executive
Checking Account,F,59,Married,Other
Citigold,F,59,Married,Other
Checking Account,F,21,Single,Retail
Credit Card,M,41,Unspecified,Other
Checking Account,M,41,Unspecified,Other
Checking Account,F,24,Single,Retail
Citigold,F,43,Married,Other
Checking Account,F,43,Married,Other
Personal Loan,F,32,Married,Other
Money Market Account,M,44,Married,Executive
Checking Account,F,48,Married,Executive
Personal Loan,F,19,Single,Student
Checking Account,F,19,Single,Student
Checking Account,M,28,Married,Professional
Checking Account,F,34,Single,Professional
Money Market Account,F,40,Married,Other
Personal Loan,M,28,Unspecified,Other
Credit Card,M,54,Married,Other
Credit Card,M,54,Married,Other
Credit Card,M,54,Married,Other
Checking Account,M,54,Married,Other
Money Market Account,M,31,Married,Other
Checking Account,M,31,Married,Other
Money Market Account,F,33,Married,Other
Money Market Account,F,33,Married,Other
Money Market Account,M,34,Married,Executive
Money Market Account,M,28,Single,Other
Money Market Account,M,28,Single,Other
Checking Account,F,26,Single,Retail
Checking Account,F,28,Single,Other
Money Market Account,F,36,Married,Other
Money Market Account,F,36,Married,Other
Money Market Account,F,27,Married,Other
Checking Account,F,47,Married,Professional
Money Market Account,F,32,Married,Other
Money Market Account,F,32,Married,Other
Checking Account,M,21,Single,Sales
Money Market Account,M,30,Married,Other
Personal Loan,M,30,Married,Other
Checking Account,F,51,Married,Other
Money Market Account,M,29,Single,Sales
Money Market Account,M,29,Single,Sales
Money Market Account,M,28,Single,Trades
Money Market Account,M,28,Single,Trades
Checking Account,F,27,Married,Executive
Money Market Account,F,39,Unspecified,Hospitality
Money Market Account,F,39,Unspecified,Hospitality
Money Market Account,F,39,Unspecified,Hospitality
Money Market Account,M,32,Single,Other
Money Market Account,F,19,Single,Hospitality
Money Market Account,F,40,Married,Other
Money Market Account,F,41,Married,Executive
Money Market Account,F,24,Single,Hospitality
Money Market Account,F,24,Single,Hospitality
Checking Account,F,29,Unspecified,Other
Money Market Account,M,25,Single,Sales
Money Market Account,M,25,Single,Sales
Money Market Account,M,34,Married,Trades
Money Market Account,M,34,Married,Trades
Checking Account,F,30,Married,Executive
Checking Account,M,31,Married,Other
Money Market Account,F,40,Married,Executive
Money Market Account,F,35,Married,Executive
Checking Account,M,19,Single,Sales
Money Market Account,F,37,Unspecified,Sales
Money Market Account,F,37,Unspecified,Sales
Credit Card,M,51,Married,Professional
Credit Card,M,51,Married,Professional
Credit Card,M,51,Married,Professional
Credit Card,M,51,Married,Professional
Personal Loan,M,23,Unspecified,Other
Personal Loan,M,23,Unspecified,Other
Personal Loan,M,23,Unspecified,Other
Checking Account,F,31,Single,Other
Personal Loan,F,29,Married,Other
Money Market Account,F,29,Married,Other
Checking Account,F,20,Single,Student
Checking Account,M,32,Married,Other
Money Market Account,F,24,Single,Student
Checking Account,F,24,Single,Student
Money Market Account,M,40,Married,Other
Money Market Account,M,21,Single,Professional
Money Market Account,M,21,Single,Professional
Checking Account,F,41,Unspecified,Hospitality
Checking Account,M,20,Single,Sales
Money Market Account,F,49,Unspecified,Hospitality
Money Market Account,F,49,Unspecified,Hospitality
Money Market Account,F,49,Unspecified,Hospitality
Money Market Account,F,22,Single,Other
Checking Account,F,30,Married,Executive
Credit Card,M,56,Married,Other
Credit Card,M,56,Married,Other
Personal Loan,M,26,Single,Other
Personal Loan,M,26,Single,Other
Money Market Account,M,37,Married,Other
Money Market Account,M,26,Single,Professional
Personal Loan,F,25,Unspecified,Other
Citigold,F,25,Unspecified,Other
Personal Loan,F,25,Unspecified,Other
Personal Loan,F,25,Unspecified,Other
Money Market Account,M,39,Married,Other
Checking Account,F,41,Married,Other
Checking Account,F,33,Married,Other
Money Market Account,F,35,Married,Other
Money Market Account,M,43,Married,Executive
Checking Account,M,43,Married,Professional
Money Market Account,M,43,Married,Professional
Personal Loan,M,24,Single,Student
Personal Loan,M,24,Single,Student
Checking Account,M,24,Single,Student
Money Market Account,M,24,Single,Student
Money Market Account,M,29,Single,Student
Money Market Account,M,29,Single,Student
Personal Loan,M,20,Single,Other
Checking Account,F,26,Single,Sales
