ID,Comments
49862,The signal on my handset was always weak. Even when I replaced the debit card.
49866,He expected significantly better Technical Support.
49904,Asked how to disable call waiting. referred him to web site.
49914,The debit card has never worked right. He says he cant use the bank account much since the debit card dies so often. Wants to know if this is a problem with his bank account and if there are other batteries he can try. I referred him to web site.
49921,The signal on my handset was always weak. Even when I replaced the debit card.
49946,Wants to change address.
49953,The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t
49958,Wants to add another bank account. Contacting provisioning.
49961,"Wants to kno when we will improve our coverage area. He said that when he signed up last year we told him that there would more coverage within the year. He says that he continues to roam, and is rater tired of paying these charges. I told him that I did"
49985,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
49992,Asking for a change of address and wants to switch accounts. Transeffered him to customr care.
50021,Hopes to get an additonal loan working by the end of the week for his wife.
50041,He asked for a new bank account number. I referred him to customer care.
50061,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
50065,Asked about how to change his ring tones. Referred him to web site.
50076,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
50079,Wanted to know the nearest branch location. Wants to buy aditional features.
50086,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
50088,Wanted to know the nearest branch location. Wants to buy additional features.
50113,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
50119,He found a better rate and no contract. He said he cold not wait until his contract expired.
50146,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
50161,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks."
50162,Called about new account. Might switch soon. Wants more perks.
50176,Wanted to know the nearest branch lctn. Wants to buy additional features.
50191,Wants to add another bank account. Contacting provisioning.
50199,bank account sucked
50213,The handset reception was worse than abysmal.
50223,Hochie Momma
50236,Wants to change rate accounts to get family all on same bill. I transferred him to cstmer care.
50244,Handset sucked
50247,Cant get his check card to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
50253,Called to change his address and see if he could get a new number since he is moving to a different city.
50254,He found a better rate and no contract. He said he cold not wait until his contract expired.
50255,I needed a handset which also functioned as a PDA. You did not offer such a model.
50258,Wanted to know the nearest branch location. Wants to buy additional features.
50260,Does not understand why he gets charged for roaming. I referred him to the web site.
50263,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
50269,Called to change his address and see if he could get a new number since he is moving to a different city.
50277,"His bank account still does not work properly. He can not understand it. His last bank account worked great, but this bank account is constanly dropping calls. He asked what he could do? He really just wants his old bank account back at this point."
50282,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
50300,Hochie Momma
50301,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the bank account at all.
50302,Wants to change rate accounts to get family all on same bill. I transferred him to cstmer care.
50310,Wants to know when we will unlimited Internet perks.
50311,Wants to add another bank account. Contacting provisioning.
50312,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he bank account does not work well.
50315,Wanted to know the nearest branch lctn. Wants to buy additional features.
50316,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
50320,Said his debit card never has worked well. Wants a new bank account ASAP.
50336,Cant get his check card to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
50341,Really wants the new bank account from XVYX which has the PDA built in.
50360,"She wants a new bank account. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different bank account that works great. She also wa"
50363,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
50372,Wanted to know the nearest branch location. Wants to buy aditional features.
50382,Is it possible that the handset is causing brain cancer. I heard about this from the news.
50390,Wanted to know the nearest branch location. Wants to buy additional access-ories.
50393,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
50400,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
50427,He found a better rate and no contract. He said he cold not wait until his contract expired.
50429,transferred to manager ASAP
50442,Does not understand why he gets charged for roaming. I referred him to the web site.
50458,He expected more from Technical Support.
50461,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his bank account. He says that he simply does not trust our system."
50463,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
50464,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
50466,Wants to get an additional loan working by the end of the week for his goat.
50470,Wants to know when we will unlimited Internet perks.
50474,Asking for a change of address and wants to switch accounts. Transeffered him to customer care.
50476,I suspect that the handset on my bank account was defective from the day I bought it.
50500,"Deos not believe how poor our service is in evrey way. He does not get good reception, thinks his bank account sucks, and thinks our service is abysmal."
50502,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
50531,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
50538,I expected significantly better Technical Support.
50540,He does not know if the problems are related to the bank account or if it is just the debit card. He was willing to test a new debit card. I asked him to try that first. If he is still having problems he will call us back.
50562,Wanted more information on the family account. Also asked about how he could use money market.
50565,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
50578,Wants a new faceplate.
50581,"Deos not believe how poor our service is in evrey way. He does not get good reception, thinks his bank account sucks, and thinks our service is abysmal."
50592,"She wants a new bank account. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different bank account that works great. She also wa"
50594,He expected significantly better Technical Support.
50602,The clearity of the calls was bad. Way too much static on the handset.
50605,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
50607,"He found a bank account and wanted to know what to do with it. He said it was one of ours, but that the debit card was dead. Asked who he should send it too."
50616,Cant get his check card to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
50619,Wants to get an additional loan working by the end of the week. Forwarded him on to customer care.
50622,Wants to change address.
50628,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the bank account sucked."
50629,Wants to add additional loans for family. Needs more info on rates.
50641,He asked for a new bank account number. I referred him to customer care.
50647,The signal on my handset was always weak. Even when I replaced the debit card.
50652,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
50681,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
50713,"This customer was very unhappy. He said he will not pay until we get him a new bank account. Furthermore, he sees no reason why he should pay for a service that did not work."
50718,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
50719,"His bank account still does not work properly. He can not understand it. His last bank account worked great, but this bank account is constanly dropping calls. He asked what he could do? He really just wants his old bank account back at this point."
50721,Wanted to know the nearest branch location. Wants to buy aditional features.
50726,Is it possible that the handset is causing brain cancer. I heard about this from the news.
50737,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his bank account. He says that he simply does not trust our system."
50749,I had a terrible time with the handset. It really did not work well.
50769,He does not know if the problems are related to the bank account or if it is just the debit card.
50772,Asking for a change of address and wants to switch accounts. Transeffered him to customr care.
50775,I suspect that the handset on my bank account was defective from the day I bought it.
50776,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks."
50781,Wants to change rate accounts to get family all on same bill. I transferred him to cstmer care.
50790,He does not know if the problems are related to the bank account or if it is just the debit card. He was willing to test a new debit card. I asked him to try that first. If he is still having problems he will call us back.
50801,Said his debit card never has worked well. Wants a new bank account ASAP.
50806,Does not like the way the bank account works. It is to difficult compared to his last bank account.
50809,He asked us to please take him off the outbound call list. In addition wants to change rate account at the end of the year.
50811,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.
50816,Wants to know how to do credit card. Referred him to website.
50826,The clearity of the calls was bad. Way too much static on the handset.
50837,He asked for a new bank account number. I referred him to customer care.
50841,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
50862,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he bank account does not work well.
50869,Wants to get an additional loan working by the end of the week for his goat.
50898,He claimed that the savings account never really worked very well. As a result the bank account was always dying on him. He could not wait to get out of his current contract.
50905,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
50908,Wanted to know the nearest branch lctn. Wants to buy additional features.
50912,Does not understand why he gets charged for roaming. I referred him to the web site.
50926,Wants to change rate accounts to get family all on same bill. I transferred him to cust-omer care.
50931,He lost his bank account and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
50941,He is really upset with out false advertising. He thinks that we do not test any of the equipment.
50944,Lost the directions to bank account and wants another manual. I referred him to web site.
50946,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
50964,Wants to change adress.
50965,The handset really sucked. I could not hear anything near my house.
50995,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
51002,Wanted to know the nearest branch location. Wants to buy aditional features.
51003,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
51010,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
51011,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
51022,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the bank account sucked."
51034,Claims the bank account does not work well. If the bank account does not work consistently why should he pay consisitently. Good point.
51039,The signal on my handset was always weak. Even when I replaced the debit card.
51042,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
51054,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
51056,"Wants to kno when we will improve our coverage area. He said that when he signed up last year we told him that there would more coverage within the year. He says that he continues to roam, and is rater tired of paying these charges. I told him that I did"
51057,Wants to get an additional loan working by the end of the week for his goat.
51059,Your customer handset was really bad. I had to wait forever to get help.
51067,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
51070,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
51080,Needed help figuring out his bill. I explained our minute charges.
51084,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
51088,Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.
51091,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s"
51100,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the bank account is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
51102,Needs help learning how to use the bank account. I suggested he go back to the branch and have the rep teach him.
51112,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the branch?
51118,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
51122,I needed a handset which also functioned as a PDA. You did not offer such a model.
51132,I suspect that the handset on my bank account was defective from the day I bought it.
51133,Asking for a change of address and wants to switch accounts. Transeffered him to customr care.
51150,Really is unhappy with the website. Claims the self service stuff does not work.
51152,"He found a bank account and wanted to know what to do with it. He said it was one of ours, but that the debit card was dead. Asked who he should send it too."
51154,"She wants a new bank account. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different bank account that works great. She also wa"
51156,Wants to change adress.
51164,Wants to change rate accounts to get family all on same bill. I transferred him to cust-omer care.
51167,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
51170,He expected significantly better Technical Support.
51171,He does not know if the problems are related to the bank account or if it is just the debit card.
51176,"Wants to add additional loans and bank accounts for his kids. I created the ticket, but dont kno when someone will get back to him. He asked if I could get back to him."
51182,Wants to change address.
51183,Wants to change adress.
51199,Wanted to know the nearest branch locatn. Wants to buy additional features.
51206,Wanted to know the nearest branch locatn. Wants to buy additional features.
51208,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
51234,Claims the bank account does not work well. If the bank account does not work consistently why should he pay consisitently. Good point.
51247,Does not understand why his bank account dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
51252,Needed help figuring out his bill. I explained our minute charges.
51262,He lost his bank account and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
51272,I had a terrible time with the handset. It really did not work well.
51284,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
51297,The signal on my handset was always weak. Even when I replaced the debit card.
51301,Wants an address change.
51305,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
51319,He expected more from Technical Support.
51334,Asked how to disable call waiting. referred him to web site.
51340,I expected significantly better Technical Support.
51341,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
51346,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
51350,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the bank account sucked."
51365,Said his batery never has worked well. Wants a new bank account ASAP.
51373,Wants a new faceplate.
51375,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
51379,Called about new account. Might switch soon. Wants more perks.
51391,Wants to change adress.
51402,He expected more from Technical Support.
51407,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
51410,Does not understand why he gets charged for roaming. I referred him to the web site.
51421,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
51441,I suspect that the handset on my bank account was defective from the day I bought it.
51451,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate accounts as well.
51452,He asked for a new bank account number. I referred him to customer care.
51463,Asking for a change of address and wants to switch accounts. Transeffered him to customr care.
51478,cant figure out how to check his vm when out of area. I referred him to our web site.
51481,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the bank account at all.
51485,I had a terrible time with the handset. It really did not work well.
51492,Did not want to wait for us to implement GSM.
51501,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate accounts as well.
51508,Called to change his address and see if he could get a new number since he is moving to a different city.
51528,Needs help with basic bank account usage. I suggested he go back to the branch and ask for some help.
51537,Asked about how to change his ring tones. Referred him to web site.
51545,Wants to know how to do credit card. Referred him to web site.
51550,"He found a bank account and wanted to know what to do with it. He said it was one of ours, but that the debit card was dead. Asked who he should send it too."
51566,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
51601,"Deos not believe how poor our service is in evrey way. He does not get good reception, thinks his bank account sucks, and thinks our service is abysmal."
51605,Wants to add another bank account. Contacting provisioning.
51606,He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem.
51610,He asked us to please take him off the outbound call list. In addition wants to change rate account at the end of the year.
51628,Did not want to wait for us to implement GSM.
51634,Wants to add additional loans for family. Needs more info on rates.
51639,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
51649,Said his batery never has worked well. Wants a new bank account ASAP.
51688,Wants to add another bank account. Contacting provisioning.
51705,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
51717,Wants information on our Internet service. Referred him to web site.
51723,Lost the directions to bank account and wants another manual. I referred him to web site.
51726,Said his batery never has worked well. Wants a new bank account ASAP.
51731,The handset reception was worse than abysmal.
51746,Wanted to know the nearest branch lctn. Wants to buy additional features.
51754,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
51770,Does not understand why his bank account dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
51777,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate accounts as well.
51787,Wanted to know the nearest branch locatn. Wants to buy additional features.
51793,Asking for a change of address and wants to switch accounts. Transeffered him to customr care.
51797,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
51813,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.
51816,Wants to change rate accounts to get family all on same bill. I transferred him to cstmer care.
51818,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
51827,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the bank account is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
51833,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
51838,I needed a handset which also functioned as a PDA. You did not offer such a model.
51849,Wants to change address.
51855,Wants to change rate accounts to get family all on same bill. I transferred him to cstmer care.
51859,Claims the bank account does not work well. If the bank account does not work consistently why should he pay consisitently. Good point.
51867,bank account sucked
51873,Wants to get an additional loan working by the end of the week. Forwarded him on to customer care.
51889,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
51890,Needs help learning how to use the bank account. I suggested he go back to the branch and have the rep teach him.
51898,Lost the directions to bank account and wants another manual. I referred him to web site.
51900,He does not know if the problems are related to the bank account or if it is just the debit card. He was willing to test a new debit card. I asked him to try that first. If he is still having problems he will call us back.
51910,Asked how to disable call waiting. referred him to web site.
51916,transferred to manager ASAP
51925,"Wants to kno when we will improve our coverage area. He said that when he signed up last year we told him that there would more coverage within the year. He says that he continues to roam, and is rater tired of paying these charges. I told him that I did"
51937,Wanted more information on the family account. Also asked about how he could use money market.
51947,Asking for a change of address and wants to switch accounts. Transeffered him to customer care.
51963,Wants to know when we will unlimited Internet perks.
51981,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the bank account is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
51988,The debit card has never worked right. He says he cant use the bank account much since the debit card dies so often. Wants to know if this is a problem with his bank account and if there are other batteries he can try. I referred him to web site.
51989,He is really upset with out false advertising. He thinks that we do not test any of the equipment.
51993,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
51997,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
51998,He is really upset with out false advertising. He thinks that we do not test any of the equipment.
52005,Wants information on our Internet service. Referred him to web site.
52013,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
52016,He expected significantly better Technical Support.
52021,"She wants a new bank account. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different bank account that works great. She also wa"
52025,Cant wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.
52040,Lost his savings account and wants to know where he can another ASAP. I suggested local branch.
52042,"He found a bank account and wanted to know what to do with it. He said it was one of ours, but that the debit card was dead. Asked who he should send it too."
52047,Hopes to get an additonal loan working by the end of the week for his wife.
52067,Wants to change address.
52074,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
52081,Wants to change address.
52083,Needs help with basic bank account usage. I suggested he go back to the branch and ask for some help.
52089,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate accounts as well.
52097,Wants to know how to do credit card. Referred him to web site.
52108,transferred to manager ASAP
52109,He claims his bill always seemed to have calls he did not make.
52114,Cant get his check card to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
52129,transferred to manager ASAP
52137,Wants to add another bank account. Contacting provisioning.
52149,Called to change his address and see if he could get a new number since he is moving to a different city.
52150,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
52169,Cant wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.
52177,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
52199,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s"
52213,Handset sucked
52218,Called to change his address and see if he could get a new number since he is moving to a different city.
52223,Called to change his address and see if he could get a new number since he is moving to a different city.
52226,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
52272,Wants to know how to do credit card. Referred him to web site.
52278,Claims the bank account does not work well. If the bank account does not work consistently why should he pay consisitently. Good point.
52285,Wanted to know the nearest branch location. Wants to buy additional access-ories.
52293,transferred to manager ASAP
52296,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
52300,He asked for a new bank account number. I referred him to customer care.
52314,He does not know if the problems are related to the bank account or if it is just the debit card.
52316,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
52321,He claims his bill always seemed to have calls he did not make.
52326,Claims the bank account does not work well. If the bank account does not work consistently why should he pay consisitently. Good point.
52352,Needs help learning how to use the bank account. I suggested he go back to the branch and have the rep teach him.
52353,Wants a new faceplate.
52363,Lost his savings account and wants to know where he can another ASAP. I suggested local branch.
52383,The handset really sucked. I could not hear anything near my house.
52385,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
52390,Wants to know when we will unlimited Internet perks.
52392,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
52399,"This customer was very unhappy. He said he will not pay until we get him a new bank account. Furthermore, he sees no reason why he should pay for a service that did not work."
52401,Wanted more information on the family account. Also asked about how he could use money market.
52402,"He found a bank account and wanted to know what to do with it. He said it was one of ours, but that the debit card was dead. Asked who he should send it too."
52410,He asked us to please take him off the outbound call list. In addition wants to change rate account at the end of the year.
52417,Called to change his address and see if he could get a new number since he is moving to a different city.
52421,Wanted to know the nearest branch lctn. Wants to buy additional features.
52426,Wants to know why the rate account is so hard to figure out. He does not believe his anytime perks are being subtracted properly. He wanted to speak to the manager ASAP.
52433,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
52437,I needed a handset which also functioned as a PDA. You did not offer such a model.
52440,Handset sucked
52445,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
52461,Called to change his address and see if he could get a new number since he is moving to a different city.
52468,He found a better rate and no contract. He said he cold not wait until his contract expired.
52479,Needs help with basic bank account usage. I suggested he go back to the branch and ask for some help.
52480,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
52482,Wants to add additional loans for family. Needs more info on rates.
52484,Asked about how to change his ring tones. Referred him to web site.
52496,Does not understand why he gets charged for roaming. I referred him to the web site.
52510,"This customer was very unhappy. He said he will not pay until we get him a new bank account. Furthermore, he sees no reason why he should pay for a service that did not work."
52517,He expected more from Technical Support.
52518,Does not understand why his bank account dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
52539,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
52552,The handset reception was worse than abysmal.
52559,Said his debit card never has worked well. Wants a new bank account ASAP.
52564,"This customer was very unhappy. He said he will not pay until we get him a new bank account. Furthermore, he sees no reason why he should pay for a service that did not work."
52571,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
52595,Wants information on our Internet service. Referred him to web site.
52612,Wanted more information on the family account. Also asked about how he could use money market.
52615,Really wants the new bank account from XVYX which has the PDA built in.
52616,transferred to manager ASAP
52635,The debit card has never worked right. He says he cant use the bank account much since the debit card dies so often. Wants to know if this is a problem with his bank account and if there are other batteries he can try. I referred him to web site.
52638,Wants to know when we will unlimited Internet perks.
52641,cant figure out how to check his vm when out of area. I referred him to our web site.
52653,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the branch?
52662,Really wants the new bank account from XVYX which has the PDA built in.
52665,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s"
52671,cant figure out how to check his vm when out of area. I referred him to our web site.
52677,Wants to know how to do credit card. Referred him to web site.
52684,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
52699,Wanted to know the nearest branch location. Wants to buy additional features.
52700,Wanted to know the nearest branch location. Wants to buy additional features.
52708,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
52715,Really is unhappy with the website. Claims the self service stuff does not work.
52719,Said his batery never has worked well. Wants a new bank account ASAP.
52728,I had a terrible time with the handset. It really did not work well.
52729,Really wants the new bank account from XVYX which has the PDA built in.
52737,Wanted to know the nearest branch locatn. Wants to buy additional features.
52741,Wants to change address.
52766,Wanted a different rate account which included roll over perks. He claims that we are not as competitive as other companies.
52774,Wants to get an additional loan working by the end of the week. Forwarded him on to customer care.
52797,Wants to know how to do credit card. Referred him to website.
52802,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
52803,Wants to know why the rate account is so hard to figure out. He does not believe his anytime perks are being subtracted properly. He wanted to speak to the manager ASAP.
52806,Wanted to know the nearest branch location. Wants to buy additional access-ories.
52816,I expected significantly better service.
52823,I had a terrible time with the handset. It really did not work well.
52825,Wanted a different rate account which included roll over perks. He claims that we are not as competitive as other companies.
52828,"He found a bank account and wanted to know what to do with it. He said it was one of ours, but that the debit card was dead. Asked who he should send it too."
52832,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
52833,Your customer handset was really bad. I had to wait forever to get help.
52843,Wants information on our Internet service. Referred him to web site.
52873,Wanted to know the nearest branch location. Wants to buy additional access-ories.
52879,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
52883,Your customer handset was really bad. I had to wait forever to get help.
52889,Wants an address change.
52898,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
52900,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
52902,He asked us to please take him off the outbound call list. In addition wants to change rate account at the end of the year.
52922,Handset sucked
52923,"Wants to add additional loans and bank accounts for his kids. I created the ticket, but dont kno when someone will get back to him. He asked if I could get back to him."
52926,Needs help learning how to use the bank account. I suggested he go back to the branch and have the rep teach him.
52931,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate accounts as well.
52934,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks."
52947,Asked how to disable call waiting. referred him to web site.
52948,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the bank account sucked."
