ID,TRANS_TYPE,GENDER,AGE,MARITAL_STATUS,PROFESSION
49938,Not Fraud,F,50,Married,Retired
49939,Not Fraud,F,22,Single,Professional
49940,Not Fraud,M,28,Single,Sales
49941,Not Fraud,F,26,Single,Hospitality
49942,Not Fraud,F,19,Single,Professional
49943,Not Fraud,F,68,Married,Other
49944,Fraud,F,68,Married,Other
49945,Not Fraud,M,29,Single,Professional
49946,Not Fraud,M,29,Single,Professional
49947,Not Fraud,F,21,Single,Other
49948,Not Fraud,M,25,Single,Student
49949,Not Fraud,M,25,Single,Student
49950,Not Fraud,F,29,Single,Professional
49951,Not Fraud,M,37,Married,Sales
49952,Not Fraud,M,37,Married,Sales
49953,Not Fraud,M,30,Married,Executive
49954,Not Fraud,F,34,Married,Executive
49955,Fraud,F,34,Married,Executive
49956,Not Fraud,M,34,Married,Sales
49957,Refer to Agent,M,49,Married,Retired
49958,Refer to Agent,M,49,Married,Retired
49959,Refer to Agent,M,43,Married,Retired
49960,Refer to Agent,M,43,Married,Retired
49961,Not Fraud,F,19,Single,Retail
49962,Not Fraud,F,27,Single,Professional
49963,Not Fraud,M,28,Unspecified,Sales
49964,Refer to Agent,M,28,Unspecified,Sales
49965,Not Fraud,F,19,Single,Student
49966,Not Fraud,M,26,Unspecified,Sales
49967,Not Fraud,M,26,Unspecified,Sales
49968,Not Fraud,F,66,Married,Retired
49969,Refer to Agent,M,54,Unspecified,Other
49970,Refer to Agent,M,54,Unspecified,Other
49971,Refer to Agent,M,54,Unspecified,Other
49972,Not Fraud,F,28,Single,Other
49973,Not Fraud,M,21,Single,Other
49974,Not Fraud,M,21,Single,Other
49975,Not Fraud,M,34,Single,Professional
49976,Not Fraud,M,34,Single,Professional
49977,Not Fraud,M,34,Single,Professional
49978,Not Fraud,M,43,Married,Trades
49979,Not Fraud,M,43,Married,Trades
49980,Refer to Agent,F,45,Married,Other
49981,Not Fraud,M,43,Single,Other
49982,Not Fraud,F,34,Unspecified,Professional
49983,Refer to Agent,F,34,Unspecified,Professional
49984,Not Fraud,F,34,Unspecified,Professional
49985,Not Fraud,M,25,Single,Other
49986,Not Fraud,M,27,Married,Other
49987,Not Fraud,F,42,Married,Other
49988,Not Fraud,F,48,Married,Executive
49989,Not Fraud,M,30,Married,Professional
49990,Not Fraud,F,34,Married,Other
49991,Fraud,F,34,Married,Other
49992,Not Fraud,F,26,Single,Student
49993,Not Fraud,F,45,Unspecified,Hospitality
49994,Not Fraud,F,45,Unspecified,Hospitality
49995,Fraud,F,45,Unspecified,Hospitality
49996,Not Fraud,M,38,Married,Other
49997,Not Fraud,M,38,Married,Other
49998,Not Fraud,M,30,Married,Trades
49999,Not Fraud,M,30,Married,Trades
50000,Not Fraud,M,32,Married,Sales
50001,Not Fraud,M,32,Married,Sales
50002,Not Fraud,M,32,Married,Sales
50003,Not Fraud,F,44,Married,Other
50004,Fraud,F,39,Married,Other
50005,Not Fraud,F,33,Married,Other
50006,Not Fraud,M,34,Married,Sales
50007,Not Fraud,M,33,Married,Executive
50008,Refer to Agent,F,42,Married,Other
50009,Refer to Agent,F,42,Married,Other
50010,Not Fraud,F,39,Single,Other
50011,Not Fraud,F,39,Married,Other
50012,Not Fraud,F,39,Married,Other
50013,Not Fraud,F,36,Married,Other
50014,Not Fraud,F,40,Married,Executive
50015,Not Fraud,F,26,Single,Professional
50016,Not Fraud,F,26,Single,Professional
50017,Not Fraud,M,23,Single,Sales
50018,Not Fraud,M,31,Married,Sales
50019,Not Fraud,M,31,Married,Sales
50020,Not Fraud,F,66,Unspecified,Hospitality
50021,Not Fraud,M,21,Single,Other
50022,Not Fraud,M,21,Single,Other
50023,Not Fraud,F,18,Single,Retail
50024,Refer to Agent,M,40,Married,Other
50025,Refer to Agent,M,40,Married,Other
50026,Not Fraud,M,40,Married,Other
50027,Not Fraud,M,26,Single,Other
50028,Not Fraud,M,26,Single,Other
50029,Refer to Agent,F,31,Married,Other
50030,Refer to Agent,F,31,Married,Other
50031,Refer to Agent,F,31,Married,Other
50032,Not Fraud,M,40,Single,Professional
50033,Not Fraud,F,44,Married,Other
50034,Not Fraud,M,22,Single,Student
50035,Refer to Agent,M,27,Single,Other
50036,Not Fraud,M,27,Single,Other
50037,Not Fraud,M,27,Single,Other
50038,Fraud,M,27,Single,Other
50039,Not Fraud,F,30,Single,Other
50040,Not Fraud,F,37,Unspecified,Hospitality
50041,Not Fraud,F,37,Unspecified,Hospitality
50042,Not Fraud,M,19,Single,Student
50043,Not Fraud,F,26,Single,Other
50044,Not Fraud,F,37,Married,Other
50045,Not Fraud,F,31,Single,Professional
50046,Not Fraud,F,25,Single,Professional
50047,Not Fraud,F,27,Married,Other
50048,Not Fraud,F,47,Married,Sales
50049,Not Fraud,M,42,Single,Professional
50050,Not Fraud,M,22,Single,Student
50051,Not Fraud,M,22,Single,Student
50052,Not Fraud,F,46,Unspecified,Hospitality
50053,Not Fraud,F,46,Unspecified,Hospitality
50054,Not Fraud,F,46,Unspecified,Hospitality
50055,Not Fraud,M,31,Single,Other
50056,Not Fraud,M,31,Single,Other
50057,Not Fraud,M,42,Married,Other
50058,Not Fraud,F,40,Married,Other
50059,Not Fraud,F,26,Single,Sales
50060,Not Fraud,F,52,Unspecified,Hospitality
50061,Not Fraud,M,44,Married,Other
50062,Not Fraud,M,21,Single,Executive
50063,Not Fraud,M,21,Single,Executive
50064,Not Fraud,M,20,Single,Other
50065,Not Fraud,M,20,Single,Other
50066,Not Fraud,F,20,Single,Professional
50067,Not Fraud,F,23,Single,Professional
50068,Not Fraud,M,44,Single,Other
50069,Not Fraud,F,47,Married,Executive
50070,Not Fraud,F,47,Married,Executive
50071,Not Fraud,F,25,Single,Other
50072,Not Fraud,M,32,Married,Sales
50073,Not Fraud,F,45,Married,Executive
50074,Not Fraud,F,45,Married,Executive
50075,Not Fraud,F,33,Married,Other
50076,Not Fraud,F,33,Married,Other
50077,Not Fraud,F,33,Married,Other
50078,Not Fraud,F,33,Married,Other
50079,Not Fraud,M,21,Single,Executive
50080,Not Fraud,M,22,Single,Student
50081,Not Fraud,M,22,Single,Student
50082,Not Fraud,F,34,Married,Other
50083,Not Fraud,F,34,Married,Other
50084,Not Fraud,F,35,Married,Other
50085,Not Fraud,F,35,Married,Other
50086,Not Fraud,F,35,Married,Other
50087,Not Fraud,F,29,Married,Other
50088,Not Fraud,F,32,Single,Professional
50089,Not Fraud,F,22,Single,Sales
50090,Not Fraud,F,26,Married,Retail
50091,Not Fraud,F,26,Married,Retail
50092,Not Fraud,F,54,Married,Other
50093,Fraud,F,54,Married,Other
50094,Not Fraud,F,38,Married,Other
50095,Not Fraud,F,36,Married,Other
50096,Not Fraud,F,36,Married,Other
50097,Not Fraud,F,32,Single,Professional
50098,Not Fraud,M,43,Married,Sales
50099,Not Fraud,M,28,Single,Trades
50100,Not Fraud,M,28,Single,Trades
50101,Fraud,F,52,Married,Other
50102,Not Fraud,M,37,Married,Other
50103,Not Fraud,F,24,Single,Professional
50104,Not Fraud,F,40,Married,Other
50105,Not Fraud,F,40,Married,Other
50106,Not Fraud,F,40,Married,Other
50107,Not Fraud,F,40,Married,Other
50108,Not Fraud,M,28,Single,Trades
50109,Not Fraud,M,28,Single,Trades
50110,Not Fraud,M,29,Single,Professional
50111,Not Fraud,M,29,Single,Professional
50112,Not Fraud,F,35,Married,Professional
50113,Not Fraud,M,27,Single,Executive
50114,Not Fraud,M,27,Single,Executive
50115,Not Fraud,F,30,Married,Hospitality
50116,Not Fraud,F,39,Married,Other
50117,Not Fraud,F,39,Married,Other
50118,Not Fraud,F,36,Single,Professional
50119,Not Fraud,F,39,Single,Professional
50120,Refer to Agent,F,49,Married,Other
50121,Not Fraud,M,29,Single,Other
50122,Not Fraud,F,29,Single,Professional
50123,Not Fraud,M,24,Single,Professional
50124,Not Fraud,M,24,Single,Professional
50125,Not Fraud,M,32,Married,Professional
50126,Refer to Agent,M,32,Married,Professional
50127,Not Fraud,F,28,Single,Hospitality
50128,Not Fraud,F,28,Single,Hospitality
50129,Not Fraud,F,28,Single,Hospitality
50130,Not Fraud,F,69,Married,Retired
50131,Not Fraud,M,22,Single,Sales
50132,Not Fraud,M,21,Single,Student
50133,Fraud,M,19,Single,Student
50134,Not Fraud,F,64,Unspecified,Hospitality
50135,Not Fraud,F,34,Single,Other
50136,Refer to Agent,M,43,Married,Trades
50137,Refer to Agent,M,41,Married,Professional
50138,Refer to Agent,M,41,Married,Professional
50139,Refer to Agent,M,41,Married,Retired
50140,Refer to Agent,M,41,Married,Retired
50141,Refer to Agent,M,41,Married,Retired
50142,Not Fraud,M,43,Married,Executive
50143,Not Fraud,F,25,Single,Sales
50144,Not Fraud,F,20,Single,Professional
50145,Not Fraud,F,51,Unspecified,Hospitality
50146,Not Fraud,M,29,Single,Trades
50147,Not Fraud,M,42,Single,Other
50148,Not Fraud,M,38,Married,Sales
50149,Not Fraud,F,45,Married,Executive
50150,Not Fraud,F,21,Single,Sales
50151,Not Fraud,M,26,Single,Professional
50152,Not Fraud,M,26,Single,Professional
50153,Not Fraud,M,31,Married,Trades
50154,Not Fraud,M,26,Single,Student
50155,Not Fraud,F,25,Single,Other
50156,Not Fraud,M,23,Single,Professional
50157,Not Fraud,M,23,Single,Professional
50158,Not Fraud,F,26,Single,Other
50159,Not Fraud,F,26,Single,Other
50160,Not Fraud,F,26,Single,Other
50161,Not Fraud,F,26,Single,Other
50162,Not Fraud,F,49,Married,Executive
50163,Not Fraud,F,49,Married,Executive
50164,Not Fraud,M,27,Married,Professional
50165,Not Fraud,F,38,Married,Other
50166,Not Fraud,M,27,Single,Trades
50167,Not Fraud,M,27,Single,Trades
50168,Not Fraud,M,27,Married,Sales
50169,Not Fraud,M,32,Married,Sales
50170,Fraud,M,32,Married,Sales
50171,Not Fraud,M,30,Married,Sales
50172,Not Fraud,F,24,Single,Professional
50173,Not Fraud,F,40,Married,Other
50174,Fraud,F,40,Married,Other
50175,Not Fraud,M,34,Married,Other
50176,Not Fraud,M,34,Married,Other
50177,Not Fraud,F,31,Married,Other
50178,Not Fraud,F,31,Married,Other
50179,Not Fraud,M,19,Single,Other
50180,Not Fraud,F,44,Married,Other
50181,Not Fraud,F,44,Married,Other
50182,Not Fraud,M,41,Single,Professional
50183,Not Fraud,M,31,Married,Trades
50184,Not Fraud,M,42,Married,Trades
50185,Not Fraud,M,42,Married,Trades
50186,Not Fraud,M,26,Married,Professional
50187,Not Fraud,M,39,Married,Other
50188,Not Fraud,M,39,Married,Other
50189,Not Fraud,M,39,Married,Other
50190,Not Fraud,F,62,Married,Other
50191,Not Fraud,M,20,Single,Student
50192,Not Fraud,M,30,Married,Sales
50193,Not Fraud,F,33,Married,Other
50194,Not Fraud,F,33,Married,Other
50195,Not Fraud,F,33,Married,Other
50196,Not Fraud,F,33,Married,Other
50197,Not Fraud,F,41,Married,Other
50198,Not Fraud,F,37,Married,Professional
50199,Not Fraud,M,20,Single,Sales
50200,Not Fraud,M,20,Single,Sales
50201,Not Fraud,F,39,Married,Executive
50202,Not Fraud,F,25,Single,Other
50203,Not Fraud,F,25,Single,Other
50204,Not Fraud,F,37,Married,Other
50205,Not Fraud,M,30,Married,Trades
50206,Not Fraud,M,21,Single,Sales
50207,Not Fraud,M,21,Single,Sales
50208,Not Fraud,F,51,Married,Retired
50209,Fraud,F,51,Married,Retired
50210,Not Fraud,M,28,Single,Professional
50211,Not Fraud,F,22,Single,Other
50212,Not Fraud,M,33,Married,Other
50213,Not Fraud,M,33,Married,Sales
50214,Not Fraud,M,43,Married,Executive
50215,Not Fraud,M,43,Married,Executive
50216,Not Fraud,F,21,Single,Other
50217,Refer to Agent,F,50,Married,Other
50218,Not Fraud,F,50,Married,Other
50219,Not Fraud,F,61,Unspecified,Hospitality
50220,Not Fraud,F,31,Married,Hospitality
50221,Not Fraud,F,31,Married,Hospitality
50222,Not Fraud,F,31,Married,Hospitality
50223,Not Fraud,F,31,Married,Hospitality
50224,Not Fraud,F,31,Married,Hospitality
50225,Refer to Agent,F,37,Married,Other
50226,Refer to Agent,F,37,Married,Other
50227,Not Fraud,F,36,Married,Other
50228,Not Fraud,F,36,Married,Other
50229,Not Fraud,F,36,Married,Other
50230,Fraud,F,36,Married,Other
50231,Not Fraud,F,45,Married,Executive
50232,Not Fraud,F,38,Married,Executive
50233,Not Fraud,M,32,Single,Professional
50234,Not Fraud,F,30,Married,Professional
50235,Refer to Agent,M,53,Married,Other
50236,Refer to Agent,M,53,Married,Other
50237,Not Fraud,F,32,Married,Hospitality
50238,Fraud,F,32,Married,Hospitality
50239,Not Fraud,F,39,Married,Other
50240,Fraud,F,34,Single,Retail
50241,Not Fraud,M,33,Single,Trades
50242,Not Fraud,M,33,Single,Trades
50243,Not Fraud,M,33,Single,Trades
50244,Not Fraud,F,29,Married,Other
50245,Not Fraud,F,29,Married,Other
50246,Not Fraud,F,29,Married,Other
50247,Not Fraud,F,29,Married,Other
50248,Not Fraud,F,27,Single,Other
50249,Not Fraud,M,37,Married,Other
50250,Not Fraud,M,37,Married,Other
50251,Not Fraud,F,19,Single,Professional
50252,Not Fraud,F,28,Married,Retail
50253,Not Fraud,F,28,Married,Retail
50254,Fraud,F,28,Married,Retail
50255,Not Fraud,M,39,Single,Executive
50256,Not Fraud,F,39,Married,Other
50257,Fraud,F,39,Married,Other
50258,Not Fraud,F,23,Single,Other
50259,Not Fraud,M,37,Single,Sales
50260,Not Fraud,M,37,Single,Sales
50261,Not Fraud,M,34,Married,Other
50262,Not Fraud,M,34,Married,Other
50263,Not Fraud,F,49,Married,Executive
50264,Not Fraud,M,37,Married,Other
50265,Not Fraud,M,37,Married,Other
50266,Not Fraud,M,27,Single,Professional
50267,Not Fraud,M,29,Married,Professional
50268,Not Fraud,F,41,Married,Other
50269,Fraud,M,26,Single,Trades
50270,Not Fraud,M,26,Single,Other
50271,Not Fraud,M,41,Married,Sales
50272,Fraud,M,41,Married,Sales
50273,Refer to Agent,M,36,Single,Other
50274,Refer to Agent,M,36,Single,Other
50275,Refer to Agent,M,36,Single,Other
50276,Not Fraud,M,36,Single,Other
50277,Not Fraud,F,38,Married,Retail
50278,Not Fraud,M,28,Single,Trades
50279,Not Fraud,M,28,Single,Trades
50280,Not Fraud,M,27,Single,Sales
50281,Not Fraud,F,35,Single,Other
50282,Not Fraud,M,30,Single,Trades
50283,Not Fraud,M,40,Married,Other
50284,Not Fraud,F,66,Married,Retired
50285,Not Fraud,F,21,Single,Other
50286,Not Fraud,M,35,Married,Other
50287,Not Fraud,F,28,Single,Professional
50288,Not Fraud,M,30,Single,Professional
50289,Not Fraud,M,30,Single,Professional
50290,Not Fraud,M,33,Married,Executive
50291,Not Fraud,M,33,Married,Executive
50292,Not Fraud,M,29,Single,Sales
50293,Not Fraud,M,30,Single,Trades
50294,Not Fraud,M,30,Single,Trades
50295,Not Fraud,M,30,Single,Trades
50296,Not Fraud,M,30,Single,Trades
50297,Not Fraud,F,36,Married,Other
50298,Not Fraud,F,36,Married,Other
50299,Fraud,F,36,Married,Other
50300,Not Fraud,F,34,Married,Hospitality
50301,Not Fraud,F,34,Married,Hospitality
50302,Not Fraud,F,63,Married,Other
50303,Not Fraud,M,41,Married,Sales
50304,Not Fraud,F,45,Married,Hospitality
50305,Not Fraud,F,45,Married,Hospitality
50306,Not Fraud,F,45,Married,Hospitality
50307,Not Fraud,F,45,Married,Hospitality
50308,Not Fraud,M,27,Married,Other
50309,Fraud,M,26,Single,Professional
50310,Not Fraud,M,28,Married,Other
50311,Not Fraud,F,21,Single,Other
50312,Not Fraud,F,35,Married,Other
50313,Not Fraud,F,27,Married,Executive
50314,Refer to Agent,M,45,Married,Other
50315,Refer to Agent,M,45,Married,Other
50316,Refer to Agent,M,45,Married,Other
50317,Not Fraud,M,45,Married,Other
50318,Not Fraud,M,33,Married,Sales
50319,Not Fraud,F,48,Married,Other
50320,Not Fraud,M,41,Married,Other
50321,Not Fraud,M,41,Married,Other
50322,Not Fraud,M,34,Single,Professional
50323,Fraud,M,34,Single,Professional
50324,Not Fraud,M,22,Single,Retail
50325,Not Fraud,M,29,Single,Other
50326,Not Fraud,M,29,Single,Other
50327,Not Fraud,F,26,Married,Other
50328,Not Fraud,F,25,Single,Sales
50329,Not Fraud,M,37,Married,Other
50330,Not Fraud,M,33,Married,Professional
50331,Refer to Agent,M,56,Married,Other
50332,Refer to Agent,M,56,Married,Other
50333,Refer to Agent,M,56,Married,Other
50334,Refer to Agent,M,42,Married,Trades
50335,Not Fraud,M,42,Married,Trades
50336,Not Fraud,M,25,Married,Sales
50337,Not Fraud,F,48,Married,Executive
50338,Not Fraud,F,48,Married,Executive
50339,Not Fraud,M,34,Single,Other
50340,Not Fraud,M,26,Single,Other
50341,Not Fraud,M,26,Single,Other
50342,Not Fraud,F,39,Married,Other
50343,Not Fraud,F,39,Married,Other
50344,Not Fraud,M,35,Married,Executive
50345,Not Fraud,M,35,Married,Executive
50346,Not Fraud,M,35,Married,Executive
50347,Not Fraud,M,35,Married,Executive
50348,Not Fraud,M,35,Married,Executive
50349,Not Fraud,M,28,Single,Professional
50350,Fraud,M,28,Single,Professional
50351,Not Fraud,F,33,Married,Executive
50352,Not Fraud,F,33,Married,Executive
50353,Not Fraud,M,38,Single,Other
50354,Not Fraud,F,25,Single,Other
50355,Not Fraud,F,25,Single,Other
50356,Not Fraud,F,24,Single,Retail
50357,Not Fraud,M,46,Married,Professional
50358,Not Fraud,F,40,Unspecified,Hospitality
50359,Not Fraud,F,30,Married,Retail
50360,Not Fraud,M,31,Married,Other
50361,Not Fraud,M,31,Married,Other
50362,Not Fraud,F,26,Married,Other
50363,Not Fraud,F,26,Married,Other
50364,Not Fraud,F,26,Married,Other
50365,Not Fraud,F,20,Single,Professional
50366,Not Fraud,M,37,Married,Sales
50367,Not Fraud,M,37,Married,Sales
50368,Not Fraud,F,27,Single,Hospitality
50369,Not Fraud,F,27,Single,Hospitality
50370,Not Fraud,M,43,Married,Other
50371,Not Fraud,M,43,Married,Other
50372,Not Fraud,F,34,Married,Executive
50373,Not Fraud,F,47,Married,Professional
50374,Not Fraud,M,28,Married,Professional
50375,Not Fraud,M,38,Single,Professional
50376,Not Fraud,M,38,Single,Professional
50377,Not Fraud,M,38,Single,Professional
50378,Not Fraud,M,38,Single,Professional
50379,Not Fraud,M,35,Married,Other
50380,Not Fraud,M,35,Married,Other
50381,Not Fraud,F,39,Married,Other
50382,Not Fraud,F,39,Married,Other
50383,Not Fraud,F,39,Married,Other
50384,Fraud,F,39,Married,Other
50385,Not Fraud,F,39,Married,Other
50386,Not Fraud,M,21,Single,Professional
50387,Refer to Agent,M,38,Married,Sales
50388,Not Fraud,M,32,Married,Sales
50389,Not Fraud,F,29,Single,Other
50390,Not Fraud,F,26,Single,Other
50391,Not Fraud,F,60,Married,Other
50392,Not Fraud,F,60,Married,Other
50393,Not Fraud,F,35,Married,Professional
50394,Not Fraud,F,35,Married,Professional
50395,Fraud,F,35,Married,Professional
50396,Not Fraud,F,34,Married,Executive
50397,Not Fraud,F,34,Married,Executive
50398,Not Fraud,F,34,Married,Executive
50399,Not Fraud,F,22,Single,Other
50400,Not Fraud,F,22,Single,Other
50401,Not Fraud,F,22,Single,Other
50402,Not Fraud,F,38,Married,Other
50403,Not Fraud,F,38,Married,Other
50404,Not Fraud,F,38,Married,Other
50405,Not Fraud,M,31,Unspecified,Sales
50406,Not Fraud,M,31,Unspecified,Sales
50407,Not Fraud,F,19,Single,Retail
50408,Not Fraud,M,38,Married,Sales
50409,Not Fraud,M,19,Single,Sales
50410,Not Fraud,F,28,Single,Professional
50411,Not Fraud,F,44,Married,Other
50412,Not Fraud,M,37,Married,Other
50413,Refer to Agent,F,31,Married,Other
50414,Not Fraud,F,21,Single,Professional
50415,Not Fraud,M,23,Single,Sales
50416,Not Fraud,M,23,Single,Sales
50417,Not Fraud,M,33,Married,Student
50418,Not Fraud,M,36,Single,Professional
50419,Not Fraud,M,36,Single,Professional
50420,Not Fraud,F,25,Single,Professional
50421,Not Fraud,M,19,Single,Trades
50422,Not Fraud,M,19,Single,Trades
50423,Not Fraud,F,43,Married,Other
50424,Not Fraud,F,24,Married,Retail
50425,Fraud,F,24,Married,Retail
50426,Refer to Agent,M,54,Married,Professional
50427,Refer to Agent,M,54,Married,Professional
50428,Refer to Agent,M,54,Married,Professional
50429,Not Fraud,M,54,Married,Professional
50430,Not Fraud,M,39,Married,Sales
50431,Not Fraud,M,39,Married,Sales
50432,Not Fraud,M,20,Single,Student
50433,Not Fraud,M,20,Single,Student
50434,Not Fraud,M,20,Single,Student
50435,Not Fraud,M,36,Married,Other
50436,Not Fraud,F,51,Unspecified,Hospitality
50437,Not Fraud,F,37,Married,Sales
50438,Not Fraud,F,39,Married,Executive
50439,Not Fraud,M,22,Single,Other
50440,Not Fraud,F,20,Single,Other
50441,Not Fraud,M,39,Married,Other
50442,Not Fraud,F,25,Married,Sales
50443,Not Fraud,M,23,Single,Other
50444,Not Fraud,M,23,Single,Other
50445,Not Fraud,M,23,Single,Other
50446,Not Fraud,M,46,Married,Professional
50447,Not Fraud,M,27,Single,Sales
50448,Refer to Agent,M,27,Single,Sales
50449,Refer to Agent,M,27,Single,Sales
50450,Refer to Agent,M,27,Single,Sales
50451,Not Fraud,F,51,Unspecified,Hospitality
50452,Not Fraud,F,40,Married,Other
50453,Not Fraud,F,20,Single,Professional
50454,Not Fraud,M,21,Single,Student
50455,Not Fraud,M,21,Single,Student
50456,Not Fraud,F,25,Single,Student
50457,Not Fraud,M,34,Married,Other
50458,Not Fraud,M,33,Single,Trades
50459,Not Fraud,M,33,Single,Trades
50460,Not Fraud,M,19,Single,Sales
50461,Not Fraud,M,19,Single,Sales
50462,Not Fraud,M,29,Single,Trades
50463,Not Fraud,M,29,Single,Trades
50464,Not Fraud,F,25,Married,Executive
50465,Not Fraud,M,19,Single,Student
50466,Not Fraud,M,28,Single,Other
50467,Not Fraud,M,40,Single,Other
50468,Not Fraud,M,40,Single,Other
50469,Not Fraud,M,40,Single,Other
50470,Not Fraud,F,34,Married,Retail
50471,Not Fraud,F,34,Married,Retail
50472,Not Fraud,F,34,Married,Retail
50473,Not Fraud,F,34,Married,Retail
50474,Not Fraud,F,34,Married,Retail
50475,Not Fraud,F,19,Single,Student
50476,Not Fraud,F,25,Single,Other
50477,Not Fraud,M,31,Single,Other
50478,Not Fraud,F,30,Married,Other
50479,Not Fraud,F,45,Married,Executive
50480,Not Fraud,M,34,Married,Trades
50481,Not Fraud,F,28,Single,Other
50482,Not Fraud,M,36,Unspecified,Trades
50483,Refer to Agent,M,36,Unspecified,Trades
50484,Not Fraud,F,49,Married,Other
50485,Fraud,F,49,Married,Other
50486,Not Fraud,M,29,Single,Other
50487,Not Fraud,F,26,Married,Retail
50488,Refer to Agent,M,40,Unspecified,Other
50489,Refer to Agent,M,40,Unspecified,Other
50490,Not Fraud,M,40,Unspecified,Other
50491,Not Fraud,F,61,Unspecified,Hospitality
50492,Not Fraud,M,27,Married,Sales
50493,Not Fraud,F,18,Single,Student
50494,Not Fraud,F,25,Married,Other
50495,Not Fraud,F,25,Married,Other
50496,Not Fraud,F,25,Married,Other
50497,Not Fraud,F,25,Married,Other
50498,Refer to Agent,M,48,Married,Professional
50499,Refer to Agent,M,48,Married,Professional
50500,Refer to Agent,M,48,Married,Professional
50501,Not Fraud,F,28,Single,Sales
50502,Refer to Agent,M,46,Married,Trades
50503,Refer to Agent,M,46,Married,Trades
50504,Not Fraud,F,40,Married,Other
50505,Not Fraud,F,40,Married,Other
50506,Not Fraud,F,40,Married,Other
50507,Fraud,F,40,Married,Other
50508,Refer to Agent,M,28,Unspecified,Sales
50509,Not Fraud,M,23,Single,Student
50510,Not Fraud,F,41,Married,Other
50511,Not Fraud,F,41,Married,Other
50512,Not Fraud,M,30,Unspecified,Professional
50513,Not Fraud,M,30,Unspecified,Professional
50514,Not Fraud,F,39,Married,Professional
50515,Not Fraud,M,39,Married,Professional
50516,Not Fraud,M,33,Married,Other
50517,Not Fraud,F,29,Married,Other
50518,Not Fraud,F,29,Married,Other
50519,Not Fraud,F,29,Married,Other
50520,Not Fraud,F,65,Married,Other
50521,Fraud,F,65,Married,Other
50522,Not Fraud,F,27,Single,Retail
50523,Refer to Agent,F,56,Married,Other
50524,Not Fraud,M,36,Unspecified,Sales
50525,Not Fraud,M,40,Married,Other
50526,Not Fraud,M,40,Married,Other
50527,Not Fraud,F,23,Single,Sales
50528,Not Fraud,M,32,Married,Other
50529,Not Fraud,M,32,Married,Other
50530,Not Fraud,M,32,Married,Other
50531,Not Fraud,M,26,Single,Other
50532,Refer to Agent,M,58,Married,Other
50533,Refer to Agent,M,58,Married,Other
50534,Not Fraud,M,58,Married,Other
50535,Not Fraud,M,19,Single,Other
50536,Not Fraud,M,19,Single,Other
50537,Not Fraud,M,32,Married,Other
50538,Not Fraud,F,32,Single,Other
50539,Not Fraud,M,43,Married,Sales
50540,Fraud,M,43,Married,Sales
50541,Not Fraud,F,39,Married,Other
50542,Not Fraud,F,39,Married,Other
50543,Not Fraud,F,39,Married,Other
50544,Not Fraud,F,39,Married,Other
50545,Not Fraud,M,29,Single,Sales
50546,Not Fraud,F,43,Married,Professional
50547,Not Fraud,F,40,Married,Professional
50548,Not Fraud,M,25,Single,Sales
50549,Not Fraud,F,47,Married,Other
50550,Not Fraud,F,47,Married,Other
50551,Refer to Agent,F,58,Married,Other
50552,Refer to Agent,F,58,Married,Other
50553,Refer to Agent,F,58,Married,Other
50554,Not Fraud,M,50,Married,Other
50555,Not Fraud,M,50,Married,Other
50556,Not Fraud,M,32,Single,Professional
50557,Not Fraud,M,32,Single,Professional
50558,Not Fraud,F,56,Married,Other
50559,Not Fraud,F,25,Single,Professional
50560,Refer to Agent,M,56,Married,Trades
50561,Not Fraud,M,56,Married,Trades
50562,Not Fraud,M,29,Single,Other
50563,Not Fraud,M,38,Married,Executive
50564,Not Fraud,M,29,Single,Trades
50565,Not Fraud,F,23,Single,Other
50566,Not Fraud,M,20,Single,Student
50567,Not Fraud,F,23,Single,Other
50568,Not Fraud,M,23,Single,Student
50569,Not Fraud,M,23,Single,Student
50570,Not Fraud,M,23,Single,Student
50571,Not Fraud,F,19,Single,Hospitality
50572,Not Fraud,F,19,Single,Hospitality
50573,Not Fraud,M,23,Single,Student
50574,Not Fraud,M,23,Single,Student
50575,Not Fraud,M,23,Single,Student
50576,Not Fraud,M,36,Single,Professional
50577,Not Fraud,M,36,Single,Professional
50578,Not Fraud,M,36,Single,Professional
50579,Not Fraud,M,36,Single,Professional
50580,Not Fraud,F,35,Married,Retail
50581,Not Fraud,F,34,Married,Other
50582,Not Fraud,F,34,Married,Other
50583,Not Fraud,M,31,Single,Professional
50584,Not Fraud,M,31,Single,Professional
50585,Not Fraud,M,25,Unspecified,Other
50586,Not Fraud,F,28,Married,Other
50587,Not Fraud,F,28,Married,Other
50588,Not Fraud,F,41,Married,Other
50589,Not Fraud,M,35,Single,Professional
50590,Not Fraud,M,31,Married,Executive
50591,Not Fraud,F,41,Married,Other
50592,Not Fraud,M,20,Single,Sales
50593,Not Fraud,M,20,Single,Sales
50594,Not Fraud,M,20,Single,Sales
50595,Not Fraud,F,38,Married,Executive
50596,Not Fraud,M,21,Single,Retail
50597,Not Fraud,M,21,Single,Retail
50598,Not Fraud,F,37,Married,Executive
50599,Not Fraud,F,37,Married,Executive
50600,Not Fraud,F,37,Married,Executive
50601,Not Fraud,M,34,Single,Trades
50602,Not Fraud,F,26,Single,Student
50603,Not Fraud,F,26,Single,Student
50604,Not Fraud,M,32,Unspecified,Professional
50605,Not Fraud,M,32,Unspecified,Professional
50606,Not Fraud,M,29,Single,Trades
